0.2 4
0.5 1
0.6 4
0.5 3
0.5 2
0.7 5 
100
0140037122 1 2022 1 8 22 0 3 3 0 1
0140037123 1 2022 1 8 22 1 11 25 4 33
0140037125 1 2022 1 8 22 1 6 1 2 6
0140037127 1 2022 1 8 23 1 16 21 3 37
0140037129 1 2022 1 8 22 1 10 15 0 21
0140037130 1 2022 1 8 23 1 3 3 1 7
0140037131 1 2022 1 8 23 1 2 4 4 6
0140037134 1 2022 1 9 0 0 8 5 4 25
0140037135 1 2022 1 9 0 1 4 2 3 14
0140037137 1 2022 1 9 0 0 4 5 0 13
0140037140 1 2022 1 9 0 1 3 4 4 12
0140037142 0 2022 1 9 0 1 4 2 0 2
0140037143 1 2022 1 9 0 1 2 1 2 3
0140037144 1 2022 1 9 1 0 7 19 1 43
0140037145 1 2022 1 9 2 1 2 2 2 7
0140037146 1 2022 1 9 3 1 3 3 3 7
0140037147 1 2022 1 9 3 1 2 1 3 3
0140037149 1 2022 1 9 4 1 8 13 2 10
0140037195 1 2022 1 9 8 0 26 30 2 75
0140037205 1 2022 1 9 8 1 3 2 2 3
0140037209 1 2022 1 9 9 1 3 1 1 3
0140037211 1 2022 1 9 9 1 6 1 0 3
0140037215 1 2022 1 9 9 1 4 1 0 4
0140037217 1 2022 1 9 10 1 2 3 2 7
0140037220 1 2022 1 9 10 0 2 1 2 2
0140037221 1 2022 1 9 10 1 4 2 1 4
0140037222 1 2022 1 9 10 1 7 7 1 19
0140037226 1 2022 1 9 9 0 2 0 0 1
0140037227 1 2022 1 9 11 0 2 0 0 1
0140037230 1 2022 1 9 11 0 2 0 0 1
0140037231 1 2022 1 9 12 1 7 1 3 17
0140037232 1 2022 1 9 12 0 26 32 4 122
0140037233 1 2022 1 9 12 0 2 0 0 5
0140037234 1 2022 1 9 12 1 3 1 1 3
0140037236 1 2022 1 9 12 1 7 14 4 26
0140037237 1 2022 1 9 12 1 7 7 1 19
0140037238 1 2022 1 9 13 1 5 4 4 14
0140037241 1 2022 1 9 14 1 3 2 5 3
0140037242 1 2022 1 9 14 0 15 15 2 22
0140037243 1 2022 1 9 11 1 3 8 1 9
0140037247 1 2022 1 9 15 1 6 10 1 16
0140037248 1 2022 1 9 15 0 8 10 1 15
0140037249 1 2022 1 9 15 1 7 16 0 18
0140037252 1 2022 1 9 15 1 5 3 3 14
0140037253 1 2022 1 9 15 0 107 104 6 296
0140037254 1 2022 1 9 8 0 5 5 1 10
0140037255 1 2022 1 9 10 0 6 9 6 27
0140037256 1 2022 1 9 16 0 1 0 0 3
0140037257 1 2022 1 9 15 1 12 28 4 41
0140037258 1 2022 1 9 8 0 11 11 5 29
0140037259 1 2022 1 9 16 1 3 2 4 8
0140037260 1 2022 1 9 15 1 18 9 4 29
0140037261 1 2022 1 9 17 1 11 16 2 16
0140037262 1 2022 1 9 17 1 11 11 3 16
0140037263 1 2022 1 9 17 1 9 11 2 20
0140037267 1 2022 1 9 11 0 4 1 1 6
0140037268 1 2022 1 9 18 0 6 1 1 10
0140037269 1 2022 1 9 18 1 20 26 3 66
0140037270 1 2022 1 9 18 1 23 10 0 23
0140037274 1 2022 1 9 19 1 7 7 3 49
0140037275 1 2022 1 9 19 1 9 3 5 25
0140037279 1 2022 1 9 20 1 3 1 2 1
0140037283 1 2022 1 9 21 1 2 2 2 1
0140037284 1 2022 1 9 21 1 2 1 2 8
0140037286 1 2022 1 9 21 1 3 2 2 5
0140037287 1 2022 1 9 21 1 15 7 3 23
0140037288 1 2022 1 9 22 0 27 39 1 39
0140037289 1 2022 1 9 22 1 9 2 3 10
0140037290 1 2022 1 9 22 1 3 2 2 2
0140037291 1 2022 1 9 22 1 3 2 2 3
0140037292 1 2022 1 9 22 1 17 22 2 59
0140037293 1 2022 1 9 22 0 1 0 1 0
0140037294 1 2022 1 9 23 0 19 35 6 41
0140037295 1 2022 1 9 20 1 17 26 4 51
0140037296 1 2022 1 9 23 0 5 4 1 13
0140037297 1 2022 1 10 0 0 60 84 9 282
0140037298 1 2022 1 10 0 1 2 2 2 2
0140037300 1 2022 1 10 0 1 17 2 6 16
0140037302 1 2022 1 9 23 0 16 25 1 49
0140037303 1 2022 1 10 0 1 19 30 6 60
0140037304 1 2022 1 10 0 0 1 0 1 0
0140037306 1 2022 1 9 23 1 4 4 2 15
0140037307 1 2022 1 10 0 1 15 13 5 32
0140037308 1 2022 1 9 20 0 12 22 2 21
0140037309 1 2022 1 10 2 1 16 35 5 51
0140037310 1 2022 1 9 22 0 16 13 4 31
0140037311 1 2022 1 10 3 0 2 0 0 4
0140037312 1 2022 1 10 4 0 1 2 0 2
0140037313 1 2022 1 9 22 0 10 6 1 18
0140037316 1 2022 1 9 20 0 3 1 3 3
0140037318 1 2022 1 10 1 0 3 1 1 0
0140037328 1 2022 1 10 7 1 3 1 0 1
0140037367 1 2022 1 10 8 0 4 1 1 8
0140037378 1 2022 1 10 9 1 3 2 4 3
0140037381 1 2022 1 10 9 0 5 13 2 19
0140037382 1 2022 1 10 9 1 8 8 0 14
0140037388 1 2022 1 10 9 1 5 1 2 7
0140037394 1 2022 1 10 10 0 65 71 28 591
0140037395 1 2022 1 10 6 0 4 2 2 12
0140037398 1 2022 1 10 10 0 5 1 2 13
